product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
Block Inc.,SQ,0.0,2024-01-01,2024-09-16,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-16,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-16,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-16,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-16,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-16,6.64,93.02,104.23,11.21,-4.05,7.16,12.05,7.7
Full portfolio,,268.0,2024-01-01,2024-09-16,6.07,7209.72,5753.38,870.45,-382.7,487.75,12.07,6.77
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-17,10.39,841.8,947.7,105.9,-10.0,95.9,12.58,11.39
World,2B7K.DE,91.0,2024-01-01,2024-09-17,10.26,933.72,1012.28,78.56,-3.0,75.56,8.41,8.09
PayPal,PYPL,0.0,2024-01-01,2024-09-17,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-17,5.72,291.87,303.5,11.63,-1.0,10.63,3.98,3.64
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-17,69.67,487.68,497.7,10.02,-11.58,-1.56,2.05,-0.32
Europe,IESE.AS,15.0,2024-01-01,2024-09-17,58.12,871.76,1063.5,191.74,-11.69,180.05,21.99,20.65
USA,UIMP.AS,9.0,2024-01-01,2024-09-17,151.45,1363.08,1854.0,490.92,-3.11,487.81,36.02,35.79
Cloudflare,NET,0.0,2024-01-01,2024-09-17,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-17,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-17,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-17,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-17,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-17,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-17,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-17,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-17,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-17,6.64,93.02,104.88,11.86,-4.05,7.81,12.75,8.39
Full portfolio,,268.0,2024-01-01,2024-09-17,6.07,7209.72,5783.56,900.63,-382.7,517.93,12.49,7.18
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-18,10.39,841.8,942.03,100.23,-10.0,90.23,11.91,10.72
World,2B7K.DE,91.0,2024-01-01,2024-09-18,10.26,933.72,1005.37,71.65,-3.0,68.65,7.67,7.35
PayPal,PYPL,0.0,2024-01-01,2024-09-18,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-18,5.72,291.87,303.3,11.43,-1.0,10.43,3.92,3.57
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-18,69.67,487.68,492.8,5.12,-11.58,-6.46,1.05,-1.32
Europe,IESE.AS,15.0,2024-01-01,2024-09-18,58.12,871.76,1055.55,183.79,-11.69,172.1,21.08,19.74
USA,UIMP.AS,9.0,2024-01-01,2024-09-18,151.45,1363.08,1839.6,476.52,-3.11,473.41,34.96,34.73
Cloudflare,NET,0.0,2024-01-01,2024-09-18,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-18,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-18,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-18,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-18,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-18,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-18,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-18,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-18,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-18,6.64,93.02,104.65,11.63,-4.05,7.58,12.5,8.15
Full portfolio,,268.0,2024-01-01,2024-09-18,6.07,7209.72,5743.3,860.37,-382.7,477.67,11.93,6.63
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-19,10.39,841.8,966.33,124.53,-10.0,114.53,14.79,13.61
World,2B7K.DE,91.0,2024-01-01,2024-09-19,10.26,933.72,1019.75,86.03,-3.0,83.03,9.21,8.89
PayPal,PYPL,0.0,2024-01-01,2024-09-19,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-19,5.72,291.87,307.58,15.71,-1.0,14.71,5.38,5.04
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-19,69.67,487.68,503.3,15.62,-11.58,4.04,3.2,0.83
Europe,IESE.AS,15.0,2024-01-01,2024-09-19,58.12,871.76,1072.05,200.29,-11.69,188.6,22.98,21.63
USA,UIMP.AS,9.0,2024-01-01,2024-09-19,151.45,1363.08,1867.05,503.97,-3.11,500.86,36.97,36.74
Cloudflare,NET,0.0,2024-01-01,2024-09-19,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-19,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-19,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-19,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-19,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-19,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-19,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-19,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-19,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-19,6.64,93.02,106.49,13.47,-4.05,9.42,14.48,10.12
Full portfolio,,268.0,2024-01-01,2024-09-19,6.07,7209.72,5842.55,959.62,-382.7,576.92,13.31,8.0
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-20,10.39,841.8,957.1,115.3,-10.0,105.3,13.7,12.51
World,2B7K.DE,91.0,2024-01-01,2024-09-20,10.26,933.72,1008.83,75.11,-3.0,72.11,8.04,7.72
PayPal,PYPL,0.0,2024-01-01,2024-09-20,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-20,5.72,291.87,308.55,16.68,-1.0,15.68,5.71,5.37
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-20,69.67,487.68,502.6,14.92,-11.58,3.34,3.06,0.68
Europe,IESE.AS,15.0,2024-01-01,2024-09-20,58.12,871.76,1055.25,183.49,-11.69,171.8,21.05,19.71
USA,UIMP.AS,9.0,2024-01-01,2024-09-20,151.45,1363.08,1849.95,486.87,-3.11,483.76,35.72,35.49
Cloudflare,NET,0.0,2024-01-01,2024-09-20,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-20,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-20,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-20,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-20,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-20,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-20,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-20,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-20,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-20,6.64,93.02,106.23,13.21,-4.05,9.16,14.2,9.84
Full portfolio,,268.0,2024-01-01,2024-09-20,6.07,7209.72,5788.51,905.58,-382.7,522.88,12.56,7.25
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-21,10.39,841.8,957.1,115.3,-10.0,105.3,13.7,12.51
World,2B7K.DE,91.0,2024-01-01,2024-09-21,10.26,933.72,1008.83,75.11,-3.0,72.11,8.04,7.72
PayPal,PYPL,0.0,2024-01-01,2024-09-21,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-21,5.72,291.87,308.55,16.68,-1.0,15.68,5.71,5.37
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-21,69.67,487.68,502.6,14.92,-11.58,3.34,3.06,0.68
Europe,IESE.AS,15.0,2024-01-01,2024-09-21,58.12,871.76,1055.25,183.49,-11.69,171.8,21.05,19.71
USA,UIMP.AS,9.0,2024-01-01,2024-09-21,151.45,1363.08,1849.95,486.87,-3.11,483.76,35.72,35.49
Cloudflare,NET,0.0,2024-01-01,2024-09-21,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-21,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-21,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-21,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-21,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-21,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-21,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-21,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-21,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-21,6.64,93.02,106.23,13.21,-4.05,9.16,14.2,9.84
Full portfolio,,268.0,2024-01-01,2024-09-21,6.07,7209.72,5788.51,905.58,-382.7,522.88,12.56,7.25
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-22,10.39,841.8,957.1,115.3,-10.0,105.3,13.7,12.51
World,2B7K.DE,91.0,2024-01-01,2024-09-22,10.26,933.72,1008.83,75.11,-3.0,72.11,8.04,7.72
PayPal,PYPL,0.0,2024-01-01,2024-09-22,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-22,5.72,291.87,308.55,16.68,-1.0,15.68,5.71,5.37
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-22,69.67,487.68,502.6,14.92,-11.58,3.34,3.06,0.68
Europe,IESE.AS,15.0,2024-01-01,2024-09-22,58.12,871.76,1055.25,183.49,-11.69,171.8,21.05,19.71
USA,UIMP.AS,9.0,2024-01-01,2024-09-22,151.45,1363.08,1849.95,486.87,-3.11,483.76,35.72,35.49
Cloudflare,NET,0.0,2024-01-01,2024-09-22,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-22,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-22,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-22,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-22,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-22,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-22,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-22,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-22,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-22,6.64,93.02,106.23,13.21,-4.05,9.16,14.2,9.84
Full portfolio,,268.0,2024-01-01,2024-09-22,6.07,7209.72,5788.51,905.58,-382.7,522.88,12.56,7.25
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-23,10.39,841.8,965.36,123.56,-10.0,113.56,14.68,13.49
World,2B7K.DE,91.0,2024-01-01,2024-09-23,10.26,933.72,1015.01,81.29,-3.0,78.29,8.71,8.39
PayPal,PYPL,0.0,2024-01-01,2024-09-23,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-23,5.72,291.87,310.69,18.82,-1.0,17.82,6.45,6.11
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-23,69.67,487.68,507.15,19.47,-11.58,7.89,3.99,1.62
Europe,IESE.AS,15.0,2024-01-01,2024-09-23,58.12,871.76,1059.3,187.54,-11.69,175.85,21.51,20.17
USA,UIMP.AS,9.0,2024-01-01,2024-09-23,151.45,1363.08,1865.7,502.62,-3.11,499.51,36.87,36.65
Cloudflare,NET,0.0,2024-01-01,2024-09-23,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-23,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-23,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-23,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-23,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-23,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-23,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-23,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-23,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-23,6.64,93.02,106.79,13.77,-4.05,9.72,14.8,10.44
Full portfolio,,268.0,2024-01-01,2024-09-23,6.07,7209.72,5830.0,947.07,-382.7,564.37,13.14,7.83
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-24,10.39,841.8,966.65,124.85,-10.0,114.85,14.83,13.64
World,2B7K.DE,91.0,2024-01-01,2024-09-24,10.26,933.72,1018.11,84.39,-3.0,81.39,9.04,8.72
PayPal,PYPL,0.0,2024-01-01,2024-09-24,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-24,5.72,291.87,318.19,26.32,-1.0,25.32,9.02,8.67
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-24,69.67,487.68,507.01,19.33,-11.58,7.75,3.96,1.59
Europe,IESE.AS,15.0,2024-01-01,2024-09-24,58.12,871.76,1068.0,196.24,-11.69,184.55,22.51,21.17
USA,UIMP.AS,9.0,2024-01-01,2024-09-24,151.45,1363.08,1868.85,505.77,-3.11,502.66,37.1,36.88
Cloudflare,NET,0.0,2024-01-01,2024-09-24,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-24,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-24,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-24,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-24,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-24,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-24,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-24,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-24,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-24,6.64,93.02,109.45,16.43,-4.05,12.38,17.66,13.3
Full portfolio,,268.0,2024-01-01,2024-09-24,6.07,7209.72,5856.26,973.33,-382.7,590.63,13.5,8.19
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-25,10.39,841.8,970.7,128.9,-10.0,118.9,15.31,14.12
World,2B7K.DE,91.0,2024-01-01,2024-09-25,10.26,933.72,1020.47,86.75,-3.0,83.75,9.29,8.97
PayPal,PYPL,0.0,2024-01-01,2024-09-25,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-25,5.72,291.87,316.25,24.38,-1.0,23.38,8.35,8.01
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-25,69.67,487.68,505.4,17.72,-11.58,6.14,3.63,1.26
Europe,IESE.AS,15.0,2024-01-01,2024-09-25,58.12,871.76,1070.25,198.49,-11.69,186.8,22.77,21.43
USA,UIMP.AS,9.0,2024-01-01,2024-09-25,151.45,1363.08,1870.65,507.57,-3.11,504.46,37.24,37.01
Cloudflare,NET,0.0,2024-01-01,2024-09-25,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-25,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-25,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-25,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-25,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-25,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-25,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-25,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-25,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-25,6.64,93.02,109.53,16.51,-4.05,12.46,17.75,13.4
Full portfolio,,268.0,2024-01-01,2024-09-25,6.07,7209.72,5863.25,980.32,-382.7,597.62,13.6,8.29
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-26,10.39,841.8,972.0,130.2,-10.0,120.2,15.47,14.28
World,2B7K.DE,91.0,2024-01-01,2024-09-26,10.26,933.72,1023.02,89.3,-3.0,86.3,9.56,9.24
PayPal,PYPL,0.0,2024-01-01,2024-09-26,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-26,5.72,291.87,325.18,33.31,-1.0,32.31,11.41,11.07
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-26,69.67,487.68,516.25,28.57,-11.58,16.99,5.86,3.48
Europe,IESE.AS,15.0,2024-01-01,2024-09-26,58.12,871.76,1084.05,212.29,-11.69,200.6,24.35,23.01
USA,UIMP.AS,9.0,2024-01-01,2024-09-26,151.45,1363.08,1870.65,507.57,-3.11,504.46,37.24,37.01
Cloudflare,NET,0.0,2024-01-01,2024-09-26,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-26,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-26,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-26,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-26,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-26,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-26,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-26,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-26,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-26,6.64,93.02,112.35,19.33,-4.05,15.28,20.78,16.43
Full portfolio,,268.0,2024-01-01,2024-09-26,6.07,7209.72,5903.5,1020.57,-382.7,637.87,14.16,8.85
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-27,10.39,841.8,973.13,131.33,-10.0,121.33,15.6,14.41
World,2B7K.DE,91.0,2024-01-01,2024-09-27,10.26,933.72,1026.12,92.4,-3.0,89.4,9.9,9.57
PayPal,PYPL,0.0,2024-01-01,2024-09-27,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-27,5.72,291.87,326.6,34.73,-1.0,33.73,11.9,11.56
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-27,69.67,487.68,515.97,28.29,-11.58,16.71,5.8,3.43
Europe,IESE.AS,15.0,2024-01-01,2024-09-27,58.12,871.76,1084.05,212.29,-11.69,200.6,24.35,23.01
USA,UIMP.AS,9.0,2024-01-01,2024-09-27,151.45,1363.08,1885.05,521.97,-3.11,518.86,38.29,38.07
Cloudflare,NET,0.0,2024-01-01,2024-09-27,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-27,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-27,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-27,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-27,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-27,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-27,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-09-27,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-09-27,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-09-27,6.64,93.02,112.0,18.98,-4.05,14.93,20.4,16.05
Full portfolio,,268.0,2024-01-01,2024-09-27,6.07,7209.72,5922.92,1039.99,-382.7,657.29,14.42,9.12
Nasdaq,NQSE.DE,81.0,2024-01-01,2024-09-28,10.39,841.8,973.13,131.33,-10.0,121.33,15.6,14.41
World,2B7K.DE,91.0,2024-01-01,2024-09-28,10.26,933.72,1026.12,92.4,-3.0,89.4,9.9,9.57
PayPal,PYPL,0.0,2024-01-01,2024-09-28,188.81,566.43,0.0,0.0,-400.47,-400.47,0.0,-70.7
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-09-28,5.72,291.87,326.6,34.73,-1.0,33.73,11.9,11.56
Pacific,UIMT.AS,7.0,2024-01-01,2024-09-28,69.67,487.68,515.97,28.29,-11.58,16.71,5.8,3.43
Europe,IESE.AS,15.0,2024-01-01,2024-09-28,58.12,871.76,1084.05,212.29,-11.69,200.6,24.35,23.01
USA,UIMP.AS,9.0,2024-01-01,2024-09-28,151.45,1363.08,1885.05,521.97,-3.11,518.86,38.29,38.07
Cloudflare,NET,0.0,2024-01-01,2024-09-28,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-09-28,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-09-28,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-09-28,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-09-28,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-09-28,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-09-28,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
