product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-01,5.72,291.87,311.81,19.94,-1.0,18.94,6.83,6.49
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-01,69.67,487.68,491.82,4.14,-11.58,-7.44,0.85,-1.53
Europe,IESE.AS,15.0,2024-01-01,2024-07-01,58.12,871.76,1059.0,187.24,-11.69,175.55,21.48,20.14
USA,UIMP.AS,9.0,2024-01-01,2024-07-01,151.45,1363.08,1818.45,455.37,-3.11,452.26,33.41,33.18
PayPal,PYPL,3.0,2024-01-01,2024-07-01,188.81,566.43,173.43,-393.0,-1.5,-394.5,-69.38,-69.65
Cloudflare,NET,0.0,2024-01-01,2024-07-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-01,6.64,93.02,98.84,5.82,-4.05,1.77,6.26,1.9
Full portfolio,,230.0,2024-01-01,2024-07-01,7.07,6746.58,5439.33,453.11,23.27,476.38,6.72,7.06
World,2B7K.DE,77.0,2024-01-01,2024-07-02,10.17,783.36,846.23,62.87,-2.0,60.87,8.03,7.77
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-02,9.8,529.02,647.03,118.01,-4.0,114.01,22.31,21.55
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-02,5.72,291.87,311.1,19.23,-1.0,18.23,6.59,6.25
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-02,69.67,487.68,495.74,8.06,-11.58,-3.52,1.65,-0.72
Europe,IESE.AS,15.0,2024-01-01,2024-07-02,58.12,871.76,1054.35,182.59,-11.69,170.9,20.94,19.6
USA,UIMP.AS,9.0,2024-01-01,2024-07-02,151.45,1363.08,1824.3,461.22,-3.11,458.11,33.84,33.61
PayPal,PYPL,3.0,2024-01-01,2024-07-02,188.81,566.43,176.91,-389.52,-1.5,-391.02,-68.77,-69.03
Cloudflare,NET,0.0,2024-01-01,2024-07-02,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-02,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-02,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-02,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-02,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-02,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-02,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-02,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-02,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-02,6.64,93.02,98.49,5.47,-4.05,1.42,5.88,1.53
Full portfolio,,230.0,2024-01-01,2024-07-02,7.07,6746.58,5454.15,467.93,23.27,491.2,6.94,7.28
World,2B7K.DE,77.0,2024-01-01,2024-07-03,10.17,783.36,849.16,65.8,-2.0,63.8,8.4,8.14
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-03,9.8,529.02,653.4,124.38,-4.0,120.38,23.51,22.76
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-03,5.72,291.87,314.21,22.34,-1.0,21.34,7.65,7.31
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-03,69.67,487.68,497.07,9.39,-11.58,-2.19,1.93,-0.45
Europe,IESE.AS,15.0,2024-01-01,2024-07-03,58.12,871.76,1058.25,186.49,-11.69,174.8,21.39,20.05
USA,UIMP.AS,9.0,2024-01-01,2024-07-03,151.45,1363.08,1832.4,469.32,-3.11,466.21,34.43,34.2
PayPal,PYPL,3.0,2024-01-01,2024-07-03,188.81,566.43,178.92,-387.51,-1.5,-389.01,-68.41,-68.68
Cloudflare,NET,0.0,2024-01-01,2024-07-03,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-03,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-03,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-03,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-03,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-03,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-03,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-03,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-03,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-03,6.64,93.02,100.38,7.36,-4.05,3.31,7.91,3.56
Full portfolio,,230.0,2024-01-01,2024-07-03,7.07,6746.58,5483.79,497.57,23.27,520.84,7.38,7.72
World,2B7K.DE,77.0,2024-01-01,2024-07-04,10.17,783.36,851.77,68.41,-2.0,66.41,8.73,8.48
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-04,9.8,529.02,655.13,126.11,-4.0,122.11,23.84,23.08
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-04,5.72,291.87,315.03,23.16,-1.0,22.16,7.93,7.59
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-04,69.67,487.68,500.57,12.89,-11.58,1.31,2.64,0.27
Europe,IESE.AS,15.0,2024-01-01,2024-07-04,58.12,871.76,1064.25,192.49,-11.69,180.8,22.08,20.74
USA,UIMP.AS,9.0,2024-01-01,2024-07-04,151.45,1363.08,1833.3,470.22,-3.11,467.11,34.5,34.27
PayPal,PYPL,3.0,2024-01-01,2024-07-04,188.81,566.43,178.92,-387.51,-1.5,-389.01,-68.41,-68.68
Cloudflare,NET,0.0,2024-01-01,2024-07-04,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-04,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-04,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-04,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-04,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-04,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-04,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-04,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-04,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-04,6.64,93.02,101.05,8.03,-4.05,3.98,8.63,4.27
Full portfolio,,230.0,2024-01-01,2024-07-04,7.07,6746.58,5500.02,513.8,23.27,537.07,7.62,7.96
World,2B7K.DE,77.0,2024-01-01,2024-07-05,10.17,783.36,850.7,67.34,-2.0,65.34,8.6,8.34
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-05,9.8,529.02,661.18,132.16,-4.0,128.16,24.98,24.23
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-05,5.72,291.87,314.31,22.44,-1.0,21.44,7.69,7.35
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-05,69.67,487.68,498.68,11.0,-11.58,-0.58,2.26,-0.12
Europe,IESE.AS,15.0,2024-01-01,2024-07-05,58.12,871.76,1062.3,190.54,-11.69,178.85,21.86,20.52
USA,UIMP.AS,9.0,2024-01-01,2024-07-05,151.45,1363.08,1834.2,471.12,-3.11,468.01,34.56,34.33
PayPal,PYPL,3.0,2024-01-01,2024-07-05,188.81,566.43,179.28,-387.15,-1.5,-388.65,-68.35,-68.61
Cloudflare,NET,0.0,2024-01-01,2024-07-05,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-05,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-05,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-05,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-05,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-05,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-05,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-05,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-05,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-05,6.64,93.02,100.9,7.88,-4.05,3.83,8.48,4.12
Full portfolio,,230.0,2024-01-01,2024-07-05,7.07,6746.58,5501.55,515.33,23.27,538.6,7.64,7.98
World,2B7K.DE,77.0,2024-01-01,2024-07-06,10.17,783.36,850.7,67.34,-2.0,65.34,8.6,8.34
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-06,9.8,529.02,661.18,132.16,-4.0,128.16,24.98,24.23
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-06,5.72,291.87,314.31,22.44,-1.0,21.44,7.69,7.35
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-06,69.67,487.68,498.68,11.0,-11.58,-0.58,2.26,-0.12
Europe,IESE.AS,15.0,2024-01-01,2024-07-06,58.12,871.76,1062.3,190.54,-11.69,178.85,21.86,20.52
USA,UIMP.AS,9.0,2024-01-01,2024-07-06,151.45,1363.08,1834.2,471.12,-3.11,468.01,34.56,34.33
PayPal,PYPL,3.0,2024-01-01,2024-07-06,188.81,566.43,179.28,-387.15,-1.5,-388.65,-68.35,-68.61
Cloudflare,NET,0.0,2024-01-01,2024-07-06,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-06,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-06,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-06,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-06,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-06,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-06,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-06,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-06,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-06,6.64,93.02,100.9,7.88,-4.05,3.83,8.48,4.12
Full portfolio,,230.0,2024-01-01,2024-07-06,7.07,6746.58,5501.55,515.33,23.27,538.6,7.64,7.98
World,2B7K.DE,77.0,2024-01-01,2024-07-07,10.17,783.36,850.7,67.34,-2.0,65.34,8.6,8.34
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-07,9.8,529.02,661.18,132.16,-4.0,128.16,24.98,24.23
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-07,5.72,291.87,314.31,22.44,-1.0,21.44,7.69,7.35
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-07,69.67,487.68,498.68,11.0,-11.58,-0.58,2.26,-0.12
Europe,IESE.AS,15.0,2024-01-01,2024-07-07,58.12,871.76,1062.3,190.54,-11.69,178.85,21.86,20.52
USA,UIMP.AS,9.0,2024-01-01,2024-07-07,151.45,1363.08,1834.2,471.12,-3.11,468.01,34.56,34.33
PayPal,PYPL,3.0,2024-01-01,2024-07-07,188.81,566.43,179.28,-387.15,-1.5,-388.65,-68.35,-68.61
Cloudflare,NET,0.0,2024-01-01,2024-07-07,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-07,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-07,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-07,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-07,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-07,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-07,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-07,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-07,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-07,6.64,93.02,100.9,7.88,-4.05,3.83,8.48,4.12
Full portfolio,,230.0,2024-01-01,2024-07-07,7.07,6746.58,5501.55,515.33,23.27,538.6,7.64,7.98
World,2B7K.DE,77.0,2024-01-01,2024-07-08,10.17,783.36,853.78,70.42,-2.0,68.42,8.99,8.73
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-08,9.8,529.02,663.98,134.96,-4.0,130.96,25.51,24.76
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-08,5.72,291.87,315.54,23.67,-1.0,22.67,8.11,7.77
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-08,69.67,487.68,497.35,9.67,-11.58,-1.91,1.98,-0.39
Europe,IESE.AS,15.0,2024-01-01,2024-07-08,58.12,871.76,1064.1,192.34,-11.69,180.65,22.06,20.72
USA,UIMP.AS,9.0,2024-01-01,2024-07-08,151.45,1363.08,1843.65,480.57,-3.11,477.46,35.26,35.03
PayPal,PYPL,3.0,2024-01-01,2024-07-08,188.81,566.43,177.27,-389.16,-1.5,-390.66,-68.7,-68.97
Cloudflare,NET,0.0,2024-01-01,2024-07-08,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-08,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-08,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-08,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-08,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-08,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-08,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-08,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-08,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-08,6.64,93.02,101.71,8.69,-4.05,4.64,9.34,4.99
Full portfolio,,230.0,2024-01-01,2024-07-08,7.07,6746.58,5517.38,531.16,23.27,554.43,7.87,8.22
World,2B7K.DE,77.0,2024-01-01,2024-07-09,10.17,783.36,855.01,71.65,-2.0,69.65,9.15,8.89
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-09,9.8,529.02,665.28,136.26,-4.0,132.26,25.76,25.0
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-09,5.72,291.87,316.51,24.64,-1.0,23.64,8.44,8.1
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-09,69.67,487.68,500.15,12.47,-11.58,0.89,2.56,0.18
Europe,IESE.AS,15.0,2024-01-01,2024-07-09,58.12,871.76,1053.6,181.84,-11.69,170.15,20.86,19.52
USA,UIMP.AS,9.0,2024-01-01,2024-07-09,151.45,1363.08,1845.0,481.92,-3.11,478.81,35.36,35.13
PayPal,PYPL,3.0,2024-01-01,2024-07-09,188.81,566.43,177.0,-389.43,-1.5,-390.93,-68.75,-69.02
Cloudflare,NET,0.0,2024-01-01,2024-07-09,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-09,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-09,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-09,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-09,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-09,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-09,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-09,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-09,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-09,6.64,93.02,101.67,8.65,-4.05,4.6,9.3,4.95
Full portfolio,,230.0,2024-01-01,2024-07-09,7.07,6746.58,5514.22,528.0,23.27,551.27,7.83,8.17
World,2B7K.DE,77.0,2024-01-01,2024-07-10,10.17,783.36,859.63,76.27,-2.0,74.27,9.74,9.48
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-10,9.8,529.02,667.01,137.99,-4.0,133.99,26.08,25.33
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-10,5.72,291.87,318.24,26.37,-1.0,25.37,9.03,8.69
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-10,69.67,487.68,508.76,21.08,-11.58,9.5,4.32,1.95
Europe,IESE.AS,15.0,2024-01-01,2024-07-10,58.12,871.76,1061.85,190.09,-11.69,178.4,21.81,20.46
USA,UIMP.AS,9.0,2024-01-01,2024-07-10,151.45,1363.08,1849.5,486.42,-3.11,483.31,35.69,35.46
PayPal,PYPL,3.0,2024-01-01,2024-07-10,188.81,566.43,176.7,-389.73,-1.5,-391.23,-68.8,-69.07
Cloudflare,NET,0.0,2024-01-01,2024-07-10,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-10,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-10,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-10,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-10,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-10,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-10,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-10,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-10,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-10,6.64,93.02,102.06,9.04,-4.05,4.99,9.72,5.36
Full portfolio,,230.0,2024-01-01,2024-07-10,7.07,6746.58,5543.75,557.53,23.27,580.8,8.26,8.61
World,2B7K.DE,77.0,2024-01-01,2024-07-11,10.17,783.36,860.55,77.19,-2.0,75.19,9.85,9.6
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-11,9.8,529.02,659.56,130.54,-4.0,126.54,24.68,23.92
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-11,5.72,291.87,319.67,27.8,-1.0,26.8,9.52,9.18
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-11,69.67,487.68,510.23,22.55,-11.58,10.97,4.62,2.25
Europe,IESE.AS,15.0,2024-01-01,2024-07-11,58.12,871.76,1064.7,192.94,-11.69,181.25,22.13,20.79
USA,UIMP.AS,9.0,2024-01-01,2024-07-11,151.45,1363.08,1861.2,498.12,-3.11,495.01,36.54,36.32
PayPal,PYPL,3.0,2024-01-01,2024-07-11,188.81,566.43,179.97,-386.46,-1.5,-387.96,-68.23,-68.49
Cloudflare,NET,0.0,2024-01-01,2024-07-11,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-11,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-11,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-11,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-11,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-11,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-11,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-11,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-11,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-11,6.64,93.02,103.21,10.19,-4.05,6.14,10.96,6.61
Full portfolio,,230.0,2024-01-01,2024-07-11,7.07,6746.58,5559.09,572.87,23.27,596.14,8.49,8.84
World,2B7K.DE,77.0,2024-01-01,2024-07-12,10.17,783.36,865.48,82.12,-2.0,80.12,10.48,10.23
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-12,9.8,529.02,663.55,134.53,-4.0,130.53,25.43,24.67
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-12,5.72,291.87,320.18,28.31,-1.0,27.31,9.7,9.36
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-12,69.67,487.68,511.63,23.95,-11.58,12.37,4.91,2.54
Europe,IESE.AS,15.0,2024-01-01,2024-07-12,58.12,871.76,1076.85,205.09,-11.69,193.4,23.53,22.19
USA,UIMP.AS,9.0,2024-01-01,2024-07-12,151.45,1363.08,1868.85,505.77,-3.11,502.66,37.1,36.88
PayPal,PYPL,3.0,2024-01-01,2024-07-12,188.81,566.43,180.81,-385.62,-1.5,-387.12,-68.08,-68.34
Cloudflare,NET,0.0,2024-01-01,2024-07-12,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-07-12,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-07-12,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-07-12,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-07-12,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-07-12,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-07-12,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-07-12,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-07-12,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-07-12,6.64,93.02,103.67,10.65,-4.05,6.6,11.45,7.1
Full portfolio,,230.0,2024-01-01,2024-07-12,7.07,6746.58,5591.02,604.8,23.27,628.07,8.96,9.31
World,2B7K.DE,77.0,2024-01-01,2024-07-13,10.17,783.36,865.48,82.12,-2.0,80.12,10.48,10.23
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-13,9.8,529.02,663.55,134.53,-4.0,130.53,25.43,24.67
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-07-13,5.72,291.87,320.18,28.31,-1.0,27.31,9.7,9.36
Pacific,UIMT.AS,7.0,2024-01-01,2024-07-13,69.67,487.68,511.63,23.95,-11.58,12.37,4.91,2.54
Europe,IESE.AS,15.0,2024-01-01,2024-07-13,58.12,871.76,1076.85,205.09,-11.69,193.4,23.53,22.19
